customer_id,gender,age,tenure,contract_type,internet_service,phone_service,monthly_charges,total_charges,payment_method,paperless_billing,customer_support_calls,number_of_services,has_streaming,has_online_security,churn,avg_spend_per_month,churn_prediction,churn_probability
898,Female,19,58,2-Year,DSL,No,38.99,1552.12,Bank Transfer,Yes,0,5,Yes,No,No,26.760689655172413,False,0.2373136646526363
899,Male,52,4,Monthly,DSL,Yes,40.7,4657.8,Card,Yes,4,3,Yes,No,No,1164.45,True,0.6065252188973106
901,Male,51,20,Monthly,Fiber,No,12.71,2913.93,Bank Transfer,Yes,2,2,Yes,No,No,145.6965,False,0.4498821811313137
903,Female,30,24,Monthly,Fiber,Yes,89.79,4524.92,UPI,Yes,6,1,No,Yes,Yes,188.53833333333333,True,0.6719742021716514
904,Male,30,26,Monthly,DSL,Yes,102.0,3153.05,UPI,Yes,1,3,Yes,No,No,121.27115384615385,True,0.8004887471601938
905,Male,35,37,Yearly,Fiber,No,117.19,3419.97,UPI,Yes,6,2,No,Yes,Yes,92.43162162162162,False,0.15127248069281563
908,Male,52,38,Monthly,DSL,Yes,100.4,720.23,Card,Yes,6,1,No,Yes,No,18.95342105263158,False,0.49624810575177786
909,Male,56,46,Monthly,Fiber,Yes,81.09,7061.94,UPI,No,5,4,No,Yes,Yes,153.52043478260867,False,0.424809512344427
910,Female,63,4,2-Year,Fiber,Yes,81.21,715.24,Card,Yes,1,2,Yes,Yes,Yes,178.81,False,0.3768062306342494
911,Male,69,60,Monthly,Fiber,Yes,24.12,5683.75,Card,Yes,2,3,Yes,Yes,No,94.72916666666667,False,0.2132111166044453
912,Male,46,57,Monthly,DSL,Yes,81.52,7368.3,UPI,Yes,0,1,Yes,Yes,Yes,129.2684210526316,True,0.5264227691184814
913,Male,66,45,Monthly,Fiber,Yes,118.07,2238.4,Card,No,9,2,Yes,Yes,No,49.742222222222225,False,0.47711708036722733
915,Female,61,17,Yearly,Fiber,Yes,58.3,4594.48,Card,Yes,8,2,Yes,No,No,270.2635294117647,False,0.10337652992185715
916,Female,33,71,Monthly,DSL,No,14.39,7065.5,UPI,Yes,5,5,Yes,No,No,99.51408450704226,False,0.33569192628242495
917,Female,61,4,Yearly,Fiber,Yes,49.85,7541.05,Bank Transfer,No,4,3,Yes,Yes,No,1885.2625,False,0.15437667774869596
918,Female,64,14,Yearly,Fiber,Yes,100.9,5942.55,Bank Transfer,Yes,2,5,No,Yes,No,424.46785714285716,False,0.2598735191291355
920,Female,47,58,Yearly,Fiber,Yes,60.53,5386.32,Card,Yes,7,4,No,No,No,92.86758620689655,False,0.06477760326948427
923,Male,37,24,Monthly,DSL,Yes,61.59,488.27,UPI,Yes,5,2,Yes,No,No,20.344583333333333,True,0.542558141326283
926,Male,47,19,Monthly,DSL,Yes,44.28,3686.27,Bank Transfer,No,7,2,No,Yes,Yes,194.0142105263158,False,0.31697291873919925
928,Female,20,60,Yearly,DSL,Yes,17.27,3133.75,Card,No,8,5,Yes,No,No,52.229166666666664,False,0.030113182875085253
929,Female,62,60,Monthly,Fiber,Yes,116.98,6849.76,Card,Yes,3,2,No,No,Yes,114.16266666666667,True,0.7383380938811929
930,Male,31,19,Monthly,DSL,Yes,49.61,6017.09,UPI,Yes,8,5,Yes,No,Yes,316.68894736842105,True,0.5062685193927579
932,Female,67,63,Monthly,DSL,Yes,49.08,1028.26,UPI,No,5,2,Yes,No,No,16.3215873015873,False,0.3518841911462276
934,Male,35,24,Monthly,Fiber,Yes,82.85,7373.98,UPI,No,1,1,No,No,Yes,307.24916666666667,True,0.7068911983363817
935,Female,54,30,Monthly,DSL,Yes,88.69,4694.55,UPI,Yes,7,5,Yes,No,Yes,156.485,True,0.7022941420273674
936,Male,42,58,Monthly,Fiber,Yes,39.5,4314.49,Bank Transfer,No,5,5,No,No,No,74.38775862068965,False,0.3038633826721428
939,Female,63,19,Monthly,Fiber,Yes,82.11,6476.15,UPI,No,9,3,Yes,No,Yes,340.84999999999997,True,0.6458946071239768
940,Female,32,48,Monthly,DSL,Yes,14.38,4233.96,Card,Yes,6,4,Yes,Yes,No,88.2075,False,0.26597447136413493
941,Female,26,45,2-Year,DSL,No,75.75,1022.31,UPI,No,5,5,No,No,No,22.718,False,0.2671118654968985
943,Female,66,55,Monthly,Fiber,Yes,107.99,4341.19,UPI,Yes,7,1,Yes,No,Yes,78.93072727272727,True,0.6482179548552396
944,Male,41,18,Monthly,Fiber,No,59.39,7498.9,UPI,Yes,0,3,No,Yes,No,416.60555555555555,True,0.6487879475996795
945,Male,21,63,Yearly,DSL,Yes,60.52,2535.98,Bank Transfer,Yes,0,2,Yes,Yes,No,40.25365079365079,False,0.062160456149850773
946,Male,29,47,Yearly,DSL,Yes,18.47,6969.38,UPI,Yes,5,1,Yes,No,No,148.28468085106383,False,0.03307990749192232
947,Male,54,57,Monthly,DSL,Yes,83.78,6136.36,Card,Yes,4,4,Yes,Yes,Yes,107.65543859649122,False,0.4445632533299925
948,Female,54,45,2-Year,Fiber,Yes,100.34,2057.72,UPI,Yes,8,4,No,No,No,45.72711111111111,False,0.2566138116745154
949,Female,60,33,Monthly,DSL,Yes,36.91,387.09,UPI,Yes,6,1,No,Yes,Yes,11.729999999999999,False,0.3173355854140918
950,Male,23,17,Monthly,DSL,Yes,56.34,904.59,UPI,Yes,1,3,Yes,Yes,No,53.211176470588235,True,0.5802490705626107
952,Female,63,4,Monthly,DSL,Yes,106.48,1677.39,UPI,No,2,2,No,Yes,Yes,419.3475,True,0.7992048793558469
953,Male,41,20,Yearly,DSL,No,36.75,3033.04,UPI,Yes,0,2,Yes,No,No,151.652,False,0.11313983241744571
954,Female,28,47,Monthly,Fiber,Yes,70.56,4063.42,Card,Yes,7,4,Yes,Yes,Yes,86.45574468085107,True,0.5050457386371703
955,Male,30,15,Monthly,Fiber,No,31.17,5831.2,UPI,Yes,2,1,No,Yes,Yes,388.74666666666667,False,0.48547224876068606
957,Female,42,47,Monthly,DSL,Yes,110.22,3310.29,UPI,Yes,6,3,No,No,No,70.43170212765958,True,0.7225746728706807
959,Female,69,16,Monthly,Fiber,Yes,93.6,4372.53,Card,No,0,5,Yes,No,No,273.283125,True,0.8346203757529402
961,Male,25,61,Monthly,Fiber,Yes,102.81,1456.26,Bank Transfer,Yes,0,1,No,Yes,Yes,23.87311475409836,True,0.6109708901737207
964,Male,68,3,Monthly,DSL,Yes,70.11,4491.38,Bank Transfer,Yes,9,1,No,Yes,Yes,1497.1266666666668,True,0.511716248716649
966,Male,63,51,Yearly,DSL,Yes,93.23,3354.94,Card,Yes,6,3,Yes,No,No,65.78313725490196,False,0.08385120530143701
967,Male,27,19,Monthly,DSL,Yes,74.07,1193.34,Card,No,3,3,No,No,No,62.80736842105263,True,0.6325881608511347
968,Female,60,42,Monthly,DSL,Yes,30.52,5359.55,UPI,Yes,0,4,Yes,No,Yes,127.60833333333333,True,0.5277568752694134
969,Female,51,35,Monthly,DSL,No,30.71,4244.91,UPI,Yes,0,2,No,No,Yes,121.28314285714285,True,0.5755733082164206
971,Female,58,26,Monthly,Fiber,No,16.27,2770.19,UPI,No,4,1,Yes,Yes,No,106.54576923076924,False,0.3528932593089799
972,Male,66,69,Monthly,Fiber,Yes,74.66,7264.25,UPI,No,6,4,No,No,No,105.27898550724638,False,0.34539486591804014
973,Male,20,64,2-Year,Fiber,Yes,102.44,4740.22,UPI,Yes,3,4,No,Yes,No,74.0659375,False,0.19996399153333022
975,Female,22,49,Yearly,DSL,Yes,15.39,3653.45,Bank Transfer,Yes,0,1,Yes,Yes,No,74.56020408163265,False,0.049684080565417794
976,Female,22,21,Monthly,Fiber,No,73.0,6075.21,Bank Transfer,No,9,2,No,Yes,No,289.29571428571427,True,0.5954910243828818
978,Female,40,5,Yearly,DSL,No,45.94,4007.32,Card,Yes,1,2,No,No,No,801.464,False,0.21915742668898724
979,Female,66,70,Yearly,Fiber,Yes,48.46,7168.51,UPI,No,1,1,No,Yes,No,102.40728571428572,False,0.038413550487251695
980,Female,26,4,Monthly,DSL,Yes,75.6,2214.58,Card,Yes,7,5,No,Yes,Yes,553.645,True,0.6949475921768438
981,Female,52,39,Monthly,Fiber,Yes,40.16,3343.73,UPI,Yes,9,5,No,No,Yes,85.73666666666666,False,0.3857919399016005
982,Female,37,35,Monthly,Fiber,Yes,12.93,7198.92,Card,Yes,9,1,Yes,Yes,No,205.68342857142858,False,0.2414849278643202
983,Female,66,1,Yearly,Fiber,Yes,90.88,7180.43,Card,Yes,9,4,Yes,Yes,Yes,7180.43,False,0.4996968974167577
984,Male,59,24,Monthly,DSL,No,78.82,5517.13,Bank Transfer,Yes,4,5,Yes,No,No,229.88041666666666,True,0.6931969979909364
986,Female,67,70,Monthly,DSL,Yes,91.59,801.31,Bank Transfer,Yes,1,5,No,Yes,No,11.447285714285714,True,0.548001339299296
987,Female,35,41,Monthly,Fiber,Yes,84.28,6933.46,Bank Transfer,Yes,4,4,No,No,Yes,169.1087804878049,True,0.7196159422901927
988,Female,34,54,Monthly,DSL,Yes,32.65,2632.9,Card,Yes,7,5,Yes,Yes,Yes,48.757407407407406,False,0.2919720601550116
990,Female,20,60,2-Year,DSL,Yes,23.87,1991.02,Card,Yes,2,2,Yes,Yes,No,33.18366666666667,False,0.08542344614953394
993,Female,55,31,Monthly,DSL,Yes,104.45,2632.48,UPI,No,4,2,No,No,Yes,84.91870967741936,True,0.7393963783354781
994,Female,30,24,2-Year,Fiber,Yes,115.9,1166.33,UPI,No,1,1,Yes,No,No,48.59708333333333,True,0.5558850570139932
996,Male,42,30,Yearly,DSL,Yes,30.25,4621.04,UPI,Yes,6,3,Yes,Yes,No,154.03466666666665,False,0.03281809390646749
998,Female,21,30,Monthly,Fiber,Yes,99.41,2839.08,UPI,Yes,9,4,Yes,No,Yes,94.636,True,0.742184971687633
999,Female,31,7,Yearly,DSL,Yes,73.66,5996.97,UPI,Yes,1,2,No,Yes,Yes,856.71,False,0.23089345584973117
1000,Male,54,35,Monthly,DSL,Yes,78.01,7158.73,Bank Transfer,Yes,9,4,No,Yes,No,204.53514285714286,False,0.39176393322713193
